case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
20040410,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,9.027018315,0,0,14,1.027478538
20040411,Belgium,Health and Consumers,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,401,6/10/07,0,0,0.082287447,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,9.061956366,0,0,20,1.027478538
20040412,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,9.736960602,0,0,40,1.027478538
20040413,Belgium,Health and Consumers,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,9.094480486,0,0,14,1.027478538
20040414,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,6.568077911,1,0,1,1.027478538
20040415,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,7.201170883,1,0,3,1.027478538
20040416,Belgium,Health and Consumers,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,401,6/10/07,0,0,0.082287447,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,11.24673087,0,0,3,1.027478538
20040417,Belgium,Health and Consumers,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,6.835184586,1,0,1,1.027478538
20040418,Belgium,Internal Market and Services,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,401,6/10/07,0,0,-0.556678058,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,8.245909265,1,0,0,1.027478538
20040419,Belgium,Internal Market and Services,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,401,6/10/07,0,0,-0.556678058,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,8.864887934,1,0,0,1.027478538
20040420,Belgium,Health and Consumers,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,6.720220155,1,0,3,1.027478538
20040421,Belgium,Internal Market and Services,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,401,6/10/07,0,0,-0.556678058,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,8.808668062,1,0,1,1.027478538
20040422,Belgium,Taxation and Customs Union,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,NA,NA,NA,NA,1.027478538
20040423,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,7.434847875,1,0,5,1.027478538
20040424,Belgium,Taxation and Customs Union,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,5.96870756,1,0,1,1.027478538
20040425,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,6.100318952,1,0,1,1.027478538
20040426,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,8.649974303,1,0,2,1.027478538
20040427,Belgium,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,401,6/10/07,0,0,1.136580532,907,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,6.265301213,1,0,1,1.027478538
20040846,France,Environment,1,0,0,12/22/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.55190811,907,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.050054242,0,0,0,-0.349056467
20094587,Austria,Enterprise and Industry,1,0,0,4/6/11,NA,NA,1/24/13,2011,802,9/29/13,0,1,-0.908109086,907,0.3956,-2.744,-0.497207952,-2.00872124,-0.946096348,0.697460289,1.006231013,1,NA,NA,NA,NA,1.027478538
20122179,Finland,Mobility and Transport,1,0,0,10/24/12,NA,NA,4/25/13,2012,855,4/19/15,0,1,-0.396936682,907,-3.5579,1.4424,-0.784444013,-1.68423625,-1.032202834,1.681680728,0.685444701,1,8.270013062,0,0,0,1.027478538
20132270,Lithuania,Internal Market and Services,1,0,0,4/16/14,NA,NA,9/25/14,2014,1009,10/9/16,0,1,-0.81226426,907,-3.7793,-0.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03732397
20034156,Belgium,Internal Market and Services,1,1,0,12/14/04,12/13/05,NA,12/13/05,2004,401,6/10/07,0,1,-0.972005637,908,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,NA,NA,NA,NA,1.027478538
20042302,Belgium,Energy,1,0,0,12/14/04,NA,NA,4/4/06,2004,401,6/10/07,0,1,-0.652522884,908,-0.4549,0.8053,-0.219814867,1.062460637,-0.894661885,1.201958711,0.518132676,0,NA,NA,NA,NA,1.027478538
20045083,Greece,Internal Market and Services,1,0,0,3/22/05,NA,NA,1/29/09,2005,466,9/16/07,1,1,-1.003953912,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,NA,NA,NA,NA,-0.349056467
20050311,Greece,Health and Consumers,1,1,0,3/22/05,7/5/05,NA,7/5/05,2005,466,9/16/07,0,0,0.94489088,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,9.756378687,0,0,37,-0.349056467
20050314,Greece,Home Affairs,1,1,1,3/22/05,7/5/05,12/13/05,7/5/05,2005,466,9/16/07,0,0,-0.876160811,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,9.15641203,0,0,0,-0.349056467
20050316,Greece,Enterprise and Industry,1,0,0,3/22/05,NA,NA,7/5/05,2005,466,9/16/07,0,0,2.63814947,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,10.04905868,0,0,10,-0.349056467
20050317,Greece,Health and Consumers,1,1,0,3/22/05,7/5/05,NA,7/5/05,2005,466,9/16/07,0,0,0.94489088,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,7.853604813,0,0,4,-0.349056467
20050319,Greece,Enterprise and Industry,1,1,0,3/22/05,7/5/05,NA,7/5/05,2005,466,9/16/07,0,0,0.94489088,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,8.413830678,0,0,4,-0.349056467
20050320,Greece,Health and Consumers,1,0,0,3/22/05,NA,NA,7/5/05,2005,466,9/16/07,0,0,2.63814947,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,7.374629015,1,0,2,-0.349056467
20050321,Greece,Taxation and Customs Union,1,1,0,3/22/05,7/5/05,NA,7/5/05,2005,466,9/16/07,0,0,0.082287447,908,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,8.010359589,0,0,7,-0.349056467
20054117,Luxembourg,Internal Market and Services,1,1,0,12/12/06,1/29/09,NA,1/29/09,2006,172,6/7/09,0,1,-0.908109086,908,NA,3.1579,-1.043045952,0.331226857,-1.301527255,0.65693525,1.915653191,0,NA,NA,NA,NA,1.027478538
20062463,Luxembourg,Environment,1,1,1,12/12/06,6/27/07,1/31/08,6/27/07,2006,172,6/7/09,0,1,-1.195643564,908,NA,3.1579,-1.043045952,0.331226857,-1.301527255,0.65693525,1.915653191,0,8.885302513,0,0,0,1.027478538
20062467,Luxembourg,Enterprise and Industry,1,1,1,12/12/06,6/27/07,2/28/08,6/27/07,2006,172,6/7/09,0,1,-1.035902187,908,NA,3.1579,-1.043045952,0.331226857,-1.301527255,0.65693525,1.915653191,0,NA,NA,NA,NA,1.027478538
20062487,Luxembourg,Environment,1,1,0,12/12/06,5/6/08,NA,5/6/08,2006,172,6/7/09,0,1,-0.428884957,908,NA,3.1579,-1.043045952,0.331226857,-1.301527255,0.65693525,1.915653191,0,9.780359005,0,0,0,1.027478538
20062508,Luxembourg,Environment,1,1,0,12/12/06,6/27/07,NA,6/27/07,2006,172,6/7/09,0,1,-0.173298755,908,NA,3.1579,-1.043045952,0.331226857,-1.301527255,0.65693525,1.915653191,0,NA,NA,NA,NA,1.027478538
20084970,Poland,Taxation and Customs Union,1,1,0,4/14/09,6/24/10,NA,6/24/10,2009,766,10/9/11,0,1,-0.652522884,908,-3.8892,-1.4642,1.130463075,0.852230925,-1.385680279,-1.081863354,-1.520631478,0,NA,NA,NA,NA,-0.349056467
20040256,Sweden,Enterprise and Industry,1,0,0,3/22/04,NA,NA,7/7/04,2004,629,9/17/06,0,0,0.050339172,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20040257,Sweden,Health and Consumers,1,0,0,3/22/04,NA,NA,10/13/04,2004,629,9/17/06,0,0,-0.652522884,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20040258,Sweden,Taxation and Customs Union,1,0,0,3/22/04,NA,NA,6/27/07,2004,629,9/17/06,1,0,-1.035902187,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20040259,Sweden,Taxation and Customs Union,1,0,0,3/22/04,NA,NA,12/14/04,2004,629,9/17/06,0,0,-0.716419435,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20040260,Sweden,Mobility and Transport,1,0,0,3/22/04,NA,NA,7/7/04,2004,629,9/17/06,0,0,0.050339172,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20040261,Sweden,Mobility and Transport,1,0,0,3/22/04,NA,NA,7/7/04,2004,629,9/17/06,0,0,0.050339172,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20040262,Sweden,Mobility and Transport,1,0,0,3/22/04,NA,NA,7/7/04,2004,629,9/17/06,0,0,0.050339172,909,1.1427,-4.446,-0.143861999,-0.898159936,1.223648065,1.566530142,0.892513466,0,NA,NA,NA,NA,1.027478538
20060346,Slovenia,Internal Market and Services,1,1,0,3/27/06,10/12/06,NA,10/12/06,2006,522,9/21/08,0,0,-1.099798738,909,-0.6527,3.9359,-1.043045952,1.386945627,-0.219603513,-0.330745172,-0.328438346,0,11.21718434,0,0,1,-0.349056467
20060347,Slovenia,Internal Market and Services,1,1,0,3/27/06,10/12/06,NA,10/12/06,2006,522,9/21/08,0,0,-1.099798738,909,-0.6527,3.9359,-1.043045952,1.386945627,-0.219603513,-0.330745172,-0.328438346,0,10.65093351,0,0,3,-0.349056467
20060348,Slovenia,Taxation and Customs Union,1,0,0,3/27/06,NA,NA,6/28/06,2006,522,9/21/08,0,0,-0.045505654,909,-0.6527,3.9359,-1.043045952,1.386945627,-0.219603513,-0.330745172,-0.328438346,0,8.506132244,0,0,15,-0.349056467
20060349,Slovenia,Enterprise and Industry,1,0,0,3/27/06,NA,NA,10/12/06,2006,522,9/21/08,0,0,-0.74836771,909,-0.6527,3.9359,-1.043045952,1.386945627,-0.219603513,-0.330745172,-0.328438346,0,8.29654652,1,0,0,-0.349056467
20060350,Slovenia,Internal Market and Services,1,1,0,3/27/06,10/12/06,NA,10/12/06,2006,522,9/21/08,0,0,-1.099798738,909,-0.6527,3.9359,-1.043045952,1.386945627,-0.219603513,-0.330745172,-0.328438346,0,6.361302478,1,0,1,-0.349056467
20094275,Netherlands,Taxation and Customs Union,1,0,0,3/18/10,NA,NA,10/24/12,2010,785,9/12/12,1,1,-0.652522884,909,2.0433,3.7364,-0.209971888,-0.253760167,-1.389860369,0.886837028,0.89817194,1,NA,NA,NA,NA,1.027478538
20072330,United Kingdom,Competition,1,1,0,11/6/07,6/25/09,NA,6/25/09,2007,582,5/6/10,0,0,-0.269143581,912,-4.668,-3.0699,1.321953782,-1.752789416,-0.027775525,0.777841727,1.362402739,0,NA,NA,NA,NA,1.027478538
20072509,Latvia,Environment,1,0,0,4/3/08,NA,NA,5/14/09,2008,690,10/2/10,0,1,-0.81226426,912,7.9,-7.4,-1.071680077,-0.623947268,0.031149596,-1.01617197,-1.333557125,0,NA,NA,NA,NA,-1.03732397
20074271,Latvia,Enterprise and Industry,1,0,0,4/3/08,NA,NA,1/29/09,2008,690,10/2/10,0,1,-0.492781508,912,7.9,-7.4,-1.071680077,-0.623947268,0.031149596,-1.01617197,-1.333557125,0,NA,NA,NA,NA,-1.03732397
20134110,Spain,Mobility and Transport,1,1,0,6/21/13,7/10/14,NA,7/10/14,2013,998,12/20/15,0,1,-0.460833232,912,1.3922,3.8592,1.130463075,-1.364321471,0.846945557,-0.064386971,-0.451322472,1,NA,NA,NA,NA,-0.349056467
20150130,Germany,Mobility and Transport,1,0,0,3/27/15,NA,NA,5/28/15,2015,1016,9/24/17,0,0,-0.524729783,912,8.5024,-6.2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20150131,Germany,Internal Market and Services,1,0,0,3/27/15,NA,NA,12/10/15,2015,1016,9/24/17,0,0,-0.844212536,912,8.5024,-6.2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20132094,Spain,Mobility and Transport,1,0,0,6/20/13,NA,NA,3/26/15,2013,998,12/20/15,0,1,-0.492781508,913,1.3922,3.8592,1.130463075,-1.364321471,0.846945557,-0.064386971,-0.451322472,1,NA,NA,NA,NA,-0.349056467
20134026,Spain,Internal Market and Services,1,0,0,6/20/13,NA,NA,10/16/14,2013,998,12/20/15,0,1,-0.237195305,913,1.3922,3.8592,1.130463075,-1.364321471,0.846945557,-0.064386971,-0.451322472,1,NA,NA,NA,NA,-0.349056467
20134108,Spain,Internal Market and Services,1,0,0,6/20/13,NA,NA,7/10/14,2013,998,12/20/15,0,1,0.210080549,913,1.3922,3.8592,1.130463075,-1.364321471,0.846945557,-0.064386971,-0.451322472,1,NA,NA,NA,NA,-0.349056467
20012154,Germany,Internal Market and Services,1,1,1,3/19/03,3/30/04,10/13/04,3/30/04,2003,118,9/18/05,0,1,-1.195643564,914,0.5706,-2.6052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027478538
20024801,Italy,Environment,1,0,0,10/12/05,NA,NA,5/6/08,2005,111,4/13/08,1,1,0.305925374,914,5.0946,-7.1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03732397
20025405,Greece,"Employment, Social Affairs and Equal Opportunities",1,1,0,3/16/05,10/12/06,NA,10/12/06,2005,466,9/16/07,0,1,-0.972005637,914,0.2666,2.2397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20040845,France,Internal Market and Services,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.455558478,0,0,0,-0.349056467
20040847,France,"Employment, Social Affairs and Equal Opportunities",1,0,0,12/15/04,NA,NA,10/12/05,2004,171,6/17/07,0,0,0.721252953,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.433483923,0,0,0,-0.349056467
20040848,France,Environment,1,1,1,12/15/04,7/5/05,4/4/06,7/5/05,2004,171,6/17/07,0,0,-0.013557378,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.484557193,0,0,0,-0.349056467
20040849,France,Health and Consumers,1,1,1,12/15/04,7/5/05,12/13/05,7/5/05,2004,171,6/17/07,0,0,0.178132273,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.39798109,0,0,4,-0.349056467
20040850,France,Internal Market and Services,1,0,0,12/15/04,NA,NA,12/13/05,2004,171,6/17/07,0,0,0.657356402,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,10.35885332,0,0,34,-0.349056467
20040851,France,Enterprise and Industry,1,0,0,12/15/04,NA,NA,12/13/05,2004,171,6/17/07,0,0,0.657356402,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,10.16331013,0,0,37,-0.349056467
20040852,France,Environment,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,171,6/17/07,0,0,0.657356402,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,8.476996002,0,0,0,-0.349056467
20040853,France,Environment,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,171,6/17/07,0,0,0.178132273,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.61560546,0,0,0,-0.349056467
20040854,France,Internal Market and Services,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,171,6/17/07,0,0,0.657356402,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.56029277,0,0,6,-0.349056467
20040855,France,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.736960602,0,0,40,-0.349056467
20040856,France,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,7.857093865,0,0,2,-0.349056467
20040857,France,Energy,1,0,0,12/15/04,NA,NA,3/16/05,2004,171,6/17/07,0,0,1.647752936,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,7.731492029,1,0,12,-0.349056467
20040858,France,Health and Consumers,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,9.030016818,1,0,2,-0.349056467
20040859,France,Health and Consumers,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,171,6/17/07,0,0,-0.013557378,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,11.24673087,0,0,3,-0.349056467
20040860,France,Environment,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,171,6/17/07,0,0,0.178132273,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,7.277938573,0,0,1,-0.349056467
20040861,France,Internal Market and Services,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,8.245909265,1,0,0,-0.349056467
20040862,France,Internal Market and Services,1,1,1,12/15/04,7/5/05,12/13/05,7/5/05,2004,171,6/17/07,0,0,-0.013557378,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,8.864887934,1,0,0,-0.349056467
20040863,France,Internal Market and Services,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,6.881411304,1,0,1,-0.349056467
20040864,France,Internal Market and Services,1,1,1,12/15/04,7/5/05,12/13/05,7/5/05,2004,171,6/17/07,0,0,-0.013557378,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,8.808668062,1,0,1,-0.349056467
20040865,France,Taxation and Customs Union,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,5.96870756,1,0,1,-0.349056467
20040866,France,Enterprise and Industry,1,0,0,12/15/04,NA,NA,7/5/05,2004,171,6/17/07,0,0,1.519959835,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,8.649974303,1,0,2,-0.349056467
20040867,France,Enterprise and Industry,1,1,0,12/15/04,7/5/05,NA,7/5/05,2004,171,6/17/07,0,0,0.657356402,914,0.9586,4.2504,1.529551186,0.454622557,0.572224817,1.028318134,0.199547918,0,6.265301213,1,0,1,-0.349056467
20042226,Italy,Internal Market and Services,1,0,0,10/12/05,NA,NA,5/6/08,2005,111,4/13/08,1,1,0.305925374,914,5.0946,-7.1459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,NA,NA,NA,NA,-1.03732397
20044013,Greece,Internal Market and Services,1,1,0,3/16/05,10/12/06,NA,10/12/06,2005,466,9/16/07,0,1,-0.780315985,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,NA,NA,NA,NA,-0.349056467
20044020,Greece,"Employment, Social Affairs and Equal Opportunities",1,1,0,3/16/05,4/12/06,NA,4/12/06,2005,466,9/16/07,0,1,-0.74836771,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,NA,NA,NA,NA,-0.349056467
20044132,Greece,Internal Market and Services,1,1,0,3/16/05,12/13/05,NA,12/13/05,2005,466,9/16/07,0,1,-0.013557378,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,10.05190756,0,0,3,-0.349056467
20045159,Italy,Environment,1,0,0,10/12/05,NA,NA,6/25/09,2005,111,4/13/08,1,1,-0.460833232,914,5.0946,-7.1459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,NA,NA,NA,NA,-1.03732397
20052011,Greece,Mobility and Transport,1,1,1,3/16/05,12/13/05,6/28/06,12/13/05,2005,466,9/16/07,0,1,-1.099798738,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,9.130755893,0,0,0,-0.349056467
20052033,Greece,Environment,1,1,0,3/16/05,10/12/05,NA,10/12/05,2005,466,9/16/07,0,1,-0.013557378,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,NA,NA,NA,NA,-0.349056467
20052049,Greece,Mobility and Transport,1,0,0,3/16/05,NA,NA,7/5/05,2005,466,9/16/07,0,1,2.382563267,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,NA,NA,NA,NA,-0.349056467
20052094,Greece,Environment,1,0,0,3/16/05,NA,NA,6/28/06,2005,466,9/16/07,0,1,-0.013557378,914,0.2666,2.2397,-0.219814867,0.376928968,-0.334321428,-0.762472292,NA,0,9.29090602,0,0,0,-0.349056467
20054347,Italy,Environment,1,0,0,10/12/05,NA,NA,6/26/08,2005,111,4/13/08,1,1,0.146183998,914,5.0946,-7.1459,1.529551186,0.920784092,0.487462486,-0.994339361,0.292573786,0,NA,NA,NA,NA,-1.03732397
20071056,Czech Republic,Internal Market and Services,1,1,0,11/27/07,4/3/08,NA,4/3/08,2007,599,5/29/10,0,0,-0.045505654,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,10.53874075,0,0,15,-0.349056467
20071057,Czech Republic,Mobility and Transport,1,1,0,11/27/07,4/3/08,NA,4/3/08,2007,599,5/29/10,0,0,-0.045505654,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,8.103191752,0,0,0,-0.349056467
20071058,Czech Republic,Mobility and Transport,1,1,0,11/27/07,6/5/08,NA,6/5/08,2007,599,5/29/10,0,0,-0.045505654,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,7.616775809,0,0,10,-0.349056467
20071059,Czech Republic,Home Affairs,1,0,0,11/27/07,NA,NA,5/6/08,2007,599,5/29/10,0,0,0.497615026,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,8.345692873,0,0,0,-0.349056467
20071060,Czech Republic,"Employment, Social Affairs and Equal Opportunities",1,0,0,11/27/07,NA,NA,4/3/08,2007,599,5/29/10,0,0,0.657356402,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,7.132497552,1,0,2,-0.349056467
20071061,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,1/31/08,2007,599,5/29/10,0,0,1.168528807,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,6.884486652,1,0,1,-0.349056467
20071062,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,11/27/08,2007,599,5/29/10,0,0,-0.045505654,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,8.631414336,1,0,0,-0.349056467
20071063,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,2/28/08,2007,599,5/29/10,0,0,1.104632256,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,7.109062136,1,0,3,-0.349056467
20071064,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,2/28/08,2007,599,5/29/10,0,0,1.104632256,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,6.975413927,1,0,1,-0.349056467
20071065,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,2/28/08,2007,599,5/29/10,0,0,1.104632256,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,7.255591274,1,0,3,-0.349056467
20071066,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,10/16/08,2007,599,5/29/10,0,0,0.018390897,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,6.609349243,1,0,3,-0.349056467
20071067,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,2/28/08,2007,599,5/29/10,0,0,1.104632256,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,6.590301048,1,0,2,-0.349056467
20071068,Czech Republic,Health and Consumers,1,0,0,11/27/07,NA,NA,2/28/08,2007,599,5/29/10,0,0,1.104632256,914,4.1087,4.3174,-0.305717242,-0.034390033,-0.017499142,-0.459335721,-0.607741234,0,6.508769137,1,0,2,-0.349056467
